G,Date,Opponent,Unnamed: 7,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Team_Player1_Starters,Team_Player2_Starters,Team_Player3_Starters,Team_Player4_Starters,Team_Player5_Starters,Team_Player6_Starters,Team_Player7_Starters,Team_Player8_Starters,Team_Player9_Starters,Team_Player10_Starters,Team_Player11_Starters,Team_Player12_Starters,Team_Player13_Starters,Team_Player14_Starters,Team_Player15_Starters,Opponent_Player1_Starters,Opponent_Player2_Starters,Opponent_Player3_Starters,Opponent_Player4_Starters,Opponent_Player5_Starters,Opponent_Player6_Starters,Opponent_Player7_Starters,Opponent_Player8_Starters,Opponent_Player9_Starters,Opponent_Player10_Starters,Opponent_Player11_Starters,Opponent_Player12_Starters,Opponent_Player13_Starters,Opponent_Player14_Starters,Opponent_Player15_Starters,Opponent_Player16_Starters,Team_Player16_Starters,Team_Player17_Starters,Opponent_Player17_Starters
39,20210314,LAC,W,135,115,17,22,W 2,NOP,2021,False,102.4,.728,17.4,14.8,.210,131.8,102.4,.538,10.7,20.0,.174,112.3,Zion Williamson,Lonzo Ball,Brandon Ingram,Eric Bledsoe,Steven Adams,Kira Lewis Jr.,Josh Hart,Jaxson Hayes,Nicolò Melli,Sindarius Thornwell,Nickeil Alexander-Walker,Naji Marshall,Willy Hernangómez,Wenyen Gabriel,Will Magnay,Kawhi Leonard,Reggie Jackson,Paul George,Nicolas Batum,Serge Ibaka,Terance Mann,Marcus Morris,Luke Kennard,Patrick Patterson,Lou Williams,Ivica Zubac,Amir Coffey,Daniel Oturu,Team Totals,,,Team Totals,,
40,20210316,POR,L,124,125,17,23,L 1,NOP,2021,False,99.1,.614,14.2,26.3,.182,125.1,99.1,.644,16.4,11.4,.425,126.1,Brandon Ingram,Lonzo Ball,Zion Williamson,Eric Bledsoe,Steven Adams,Josh Hart,Nickeil Alexander-Walker,Jaxson Hayes,Kira Lewis Jr.,Willy Hernangómez,Wenyen Gabriel,Will Magnay,Naji Marshall,Nicolò Melli,Sindarius Thornwell,Damian Lillard,Robert Covington,Enes Freedom,CJ McCollum,Derrick Jones Jr.,Gary Trent Jr.,Carmelo Anthony,Nassir Little,Rodney Hood,Zach Collins,CJ Elleby,Jusuf Nurkić,Anfernee Simons,Team Totals,,,Team Totals,,
41,20210318,POR,L,93,101,17,24,L 2,NOP,2021,False,93.8,.458,12.1,21.7,.205,99.2,93.8,.460,11.7,29.2,.241,107.7,Lonzo Ball,Zion Williamson,Brandon Ingram,Steven Adams,Eric Bledsoe,Josh Hart,Nickeil Alexander-Walker,Jaxson Hayes,Kira Lewis Jr.,Wenyen Gabriel,Willy Hernangómez,Will Magnay,Naji Marshall,Nicolò Melli,Sindarius Thornwell,Damian Lillard,Robert Covington,Enes Freedom,Derrick Jones Jr.,CJ McCollum,Gary Trent Jr.,Carmelo Anthony,Nassir Little,Rodney Hood,Zach Collins,CJ Elleby,Harry Giles,Jusuf Nurkić,Anfernee Simons,Team Totals,,Team Totals,,
42,20210321,DEN,W,113,108,18,24,W 1,NOP,2021,False,96.2,.529,14.0,34.1,.271,117.4,96.2,.568,14.0,24.4,.091,112.2,Steven Adams,Brandon Ingram,Zion Williamson,Eric Bledsoe,Nickeil Alexander-Walker,Josh Hart,Kira Lewis Jr.,Nicolò Melli,Jaxson Hayes,Lonzo Ball,Wenyen Gabriel,Willy Hernangómez,Will Magnay,Naji Marshall,Team Totals,Will Barton,Michael Porter Jr.,Nikola Jokić,Jamal Murray,Paul Millsap,PJ Dozier,Facundo Campazzo,JaMychal Green,Isaiah Hartenstein,Bol Bol,Vlatko Čančar,R.J. Hampton,Markus Howard,Zeke Nnaji,Team Totals,,,,
43,20210323,LAL,W,128,111,19,24,W 2,NOP,2021,False,102.4,.578,12.1,28.2,.267,125.0,102.4,.529,11.7,12.5,.247,108.4,Brandon Ingram,Nickeil Alexander-Walker,Eric Bledsoe,Zion Williamson,Steven Adams,Josh Hart,Kira Lewis Jr.,Jaxson Hayes,Nicolò Melli,Will Magnay,Naji Marshall,Wenyen Gabriel,Lonzo Ball,Willy Hernangómez,Team Totals,Dennis Schröder,Kyle Kuzma,Markieff Morris,Kentavious Caldwell-Pope,Devontae Cacok,Montrezl Harrell,Alex Caruso,Wesley Matthews,Talen Horton-Tucker,Alfonzo McKinnie,Kostas Antetokounmpo,Marc Gasol,Team Totals,,,,,,
44,20210326,DEN,L,108,113,19,25,L 1,NOP,2021,False,91.9,.577,14.7,19.4,.231,117.5,91.9,.581,7.7,26.2,.054,122.9,Steven Adams,Nickeil Alexander-Walker,Zion Williamson,Brandon Ingram,Eric Bledsoe,Josh Hart,Kira Lewis Jr.,Jaxson Hayes,Lonzo Ball,Wenyen Gabriel,Willy Hernangómez,Will Magnay,Naji Marshall,Team Totals,,Nikola Jokić,Michael Porter Jr.,Jamal Murray,Will Barton,Paul Millsap,PJ Dozier,JaMychal Green,Facundo Campazzo,Zeke Nnaji,Bol Bol,Vlatko Čančar,Markus Howard,Team Totals,,,,,,
45,20210327,DAL,W,112,103,20,25,W 1,NOP,2021,False,89.4,.574,6.9,22.2,.235,125.3,89.4,.506,7.0,22.7,.229,115.3,Eric Bledsoe,Zion Williamson,Brandon Ingram,Nickeil Alexander-Walker,Steven Adams,Josh Hart,Kira Lewis Jr.,Willy Hernangómez,Naji Marshall,Wenyen Gabriel,Wes Iwundu,James Johnson,Will Magnay,Team Totals,,Jalen Brunson,Dorian Finney-Smith,Josh Richardson,Maxi Kleber,Boban Marjanović,Tim Hardaway Jr.,Dwight Powell,Trey Burke,Tyler Bey,Josh Green,Nate Hinton,Nicolò Melli,Kristaps Porziņģis,Team Totals,,,,,
46,20210329,BOS,W,115,109,21,25,W 2,NOP,2021,False,101.0,.598,13.6,19.0,.207,113.9,101.0,.505,12.1,23.5,.161,108.0,Brandon Ingram,Eric Bledsoe,Nickeil Alexander-Walker,Zion Williamson,Steven Adams,Josh Hart,Jaxson Hayes,Kira Lewis Jr.,Wes Iwundu,Wenyen Gabriel,Willy Hernangómez,James Johnson,Will Magnay,Naji Marshall,Team Totals,Jayson Tatum,Marcus Smart,Kemba Walker,Robert Williams,Grant Williams,Evan Fournier,Payton Pritchard,Luke Kornet,Aaron Nesmith,Moritz Wagner,Carsen Edwards,Tacko Fall,Tremont Waters,Team Totals,,,,,
47,20210401,ORL,L,110,115,21,26,L 1,NOP,2021,False,101.3,.505,19.8,25.0,.172,98.4,101.3,.448,8.7,21.8,.189,102.8,Josh Hart,Eric Bledsoe,Nickeil Alexander-Walker,Steven Adams,James Johnson,Kira Lewis Jr.,Wes Iwundu,Jaxson Hayes,Wenyen Gabriel,Willy Hernangómez,Will Magnay,Naji Marshall,Team Totals,,,James Ennis III,Chasson Randle,Chuma Okeke,Dwayne Bacon,Khem Birch,Terrence Ross,Wendell Carter Jr.,Otto Porter Jr.,R.J. Hampton,Mo Bamba,Michael Carter-Williams,Karim Mané,Team Totals,,,,,,
48,20210402,ATL,L,103,126,21,27,L 2,NOP,2021,False,104.6,.477,13.3,12.2,.216,98.5,104.6,.638,13.5,17.1,.172,120.5,Nickeil Alexander-Walker,Eric Bledsoe,Naji Marshall,James Johnson,Jaxson Hayes,Wes Iwundu,Kira Lewis Jr.,Willy Hernangómez,Wenyen Gabriel,Steven Adams,Lonzo Ball,Will Magnay,Team Totals,,,Kevin Huerter,Bogdan Bogdanović,Solomon Hill,Clint Capela,Brandon Goodwin,Lou Williams,Tony Snell,Onyeka Okongwu,Skylar Mays,Nathan Knight,Bruno Fernando,Danilo Gallinari,Team Totals,,,,,,
49,20210404,HOU,W,122,115,22,27,W 1,NOP,2021,False,105.4,.549,12.4,29.1,.242,115.8,105.4,.551,14.6,18.8,.191,109.2,Lonzo Ball,Eric Bledsoe,James Johnson,Jaxson Hayes,Steven Adams,Willy Hernangómez,Naji Marshall,Wes Iwundu,Nickeil Alexander-Walker,Wenyen Gabriel,Brandon Ingram,Will Magnay,Team Totals,,,Christian Wood,Kevin Porter Jr.,Sterling Brown,Jae'Sean Tate,Danuel House Jr.,Kelly Olynyk,Avery Bradley,KJ Martin,D.J. Augustin,D.J. Wilson,Anthony Lamb,John Wall,Team Totals,,,,,,
50,20210406,ATL,L,107,123,22,28,L 1,NOP,2021,False,96.9,.473,11.9,33.3,.231,110.4,96.9,.614,10.1,23.3,.170,126.9,Zion Williamson,Eric Bledsoe,Lonzo Ball,James Johnson,Steven Adams,Naji Marshall,Isaiah Thomas,Jaxson Hayes,Wes Iwundu,Willy Hernangómez,Wenyen Gabriel,Will Magnay,Team Totals,,,Trae Young,Solomon Hill,Bogdan Bogdanović,Clint Capela,Kevin Huerter,Tony Snell,Danilo Gallinari,Onyeka Okongwu,Lou Williams,Nathan Knight,Brandon Goodwin,Skylar Mays,Bruno Fernando,Team Totals,,,,,
51,20210407,BRK,L,111,139,22,29,L 2,NOP,2021,False,103.1,.461,12.4,32.7,.326,107.6,103.1,.658,14.3,30.3,.196,134.8,Eric Bledsoe,Lonzo Ball,James Johnson,Zion Williamson,Steven Adams,Jaxson Hayes,Wes Iwundu,Naji Marshall,Isaiah Thomas,Willy Hernangómez,Wenyen Gabriel,Will Magnay,Team Totals,,,Kyrie Irving,Bruce Brown,LaMarcus Aldridge,Joe Harris,Jeff Green,Timothé Luwawu-Cabarrot,Alize Johnson,Kevin Durant,Chris Chiozza,Nic Claxton,Blake Griffin,Reggie Perry,DeAndre Jordan,Team Totals,,,,,
52,20210409,PHI,W,101,94,23,29,W 1,NOP,2021,False,104.7,.456,11.9,18.9,.211,96.5,104.7,.487,17.5,8.0,.215,89.8,Zion Williamson,Brandon Ingram,Eric Bledsoe,Steven Adams,Naji Marshall,James Johnson,Kira Lewis Jr.,Willy Hernangómez,Jaxson Hayes,Wenyen Gabriel,Wes Iwundu,Isaiah Thomas,Team Totals,,,Tobias Harris,Ben Simmons,Joel Embiid,Danny Green,Seth Curry,Shake Milton,Furkan Korkmaz,Matisse Thybulle,Dwight Howard,Mike Scott,Tyrese Maxey,Isaiah Joe,Mason Jones,Paul Reed,Rayjon Tucker,Team Totals,,,
53,20210411,CLE,W,116,109,24,29,W 2,NOP,2021,False,98.2,.552,14.1,34.1,.244,118.1,98.2,.559,15.5,20.0,.165,111.0,Zion Williamson,Brandon Ingram,Eric Bledsoe,Naji Marshall,Steven Adams,James Johnson,Kira Lewis Jr.,Jaxson Hayes,Willy Hernangómez,Wenyen Gabriel,Wes Iwundu,Isaiah Thomas,Team Totals,,,Matthew Dellavedova,Dean Wade,Kevin Love,Isaac Okoro,Isaiah Hartenstein,Cedi Osman,Taurean Prince,Lamar Stevens,Mfiondu Kabengele,Brodric Thomas,Damyean Dotson,Darius Garland,Team Totals,,,,,,
54,20210412,SAC,W,117,110,25,29,W 3,NOP,2021,False,106.0,.584,19.6,25.7,.351,110.4,106.0,.489,8.6,16.0,.244,103.8,Zion Williamson,Eric Bledsoe,Brandon Ingram,Wes Iwundu,Steven Adams,Naji Marshall,Jaxson Hayes,Kira Lewis Jr.,James Johnson,Isaiah Thomas,Willy Hernangómez,Wenyen Gabriel,Team Totals,,,Harrison Barnes,De'Aaron Fox,Maurice Harkless,Tyrese Haliburton,Richaun Holmes,Delon Wright,Damian Jones,Terence Davis,Chimezie Metu,Kyle Guy,Hassan Whiteside,Justin James,Jahmi'us Ramsey,Chris Silva,Robert Woodard II,Team Totals,,,
55,20210414,NYK,L,106,116,25,30,L 1,NOP,2021,False,96.3,.489,8.4,19.6,.227,110.1,96.3,.541,5.5,21.6,.113,120.5,Brandon Ingram,Zion Williamson,Naji Marshall,Steven Adams,Eric Bledsoe,James Johnson,Kira Lewis Jr.,Jaxson Hayes,James Nunnally,Wes Iwundu,Wenyen Gabriel,Willy Hernangómez,Team Totals,,,Julius Randle,Taj Gibson,Reggie Bullock,RJ Barrett,Elfrid Payton,Derrick Rose,Alec Burks,Norvel Pelle,Immanuel Quickley,Obi Toppin,Jared Harper,Kevin Knox,Nerlens Noel,Frank Ntilikina,Theo Pinson,Team Totals,,,
56,20210416,WAS,L,115,117,25,31,L 2,NOP,2021,False,105.1,.448,12.5,20.4,.289,99.1,105.1,.490,10.6,6.3,.240,100.8,Brandon Ingram,Eric Bledsoe,Zion Williamson,Steven Adams,Lonzo Ball,Naji Marshall,James Johnson,Willy Hernangómez,Kira Lewis Jr.,Jaxson Hayes,Wes Iwundu,Wenyen Gabriel,James Nunnally,Team Totals,,Russell Westbrook,Bradley Beal,Rui Hachimura,Deni Avdija,Alex Len,Daniel Gafford,Isaac Bonga,Raul Neto,Ish Smith,Robin Lopez,Garrison Mathews,Jordan Bell,Anthony Gill,Chandler Hutchison,Cassius Winston,Team Totals,,,
57,20210418,NYK,L,112,122,25,32,L 3,NOP,2021,False,92.9,.436,10.2,35.7,.238,109.2,92.9,.532,11.0,28.9,.221,118.9,Zion Williamson,Brandon Ingram,Eric Bledsoe,Steven Adams,Lonzo Ball,Naji Marshall,James Johnson,Jaxson Hayes,Kira Lewis Jr.,James Nunnally,Wenyen Gabriel,Willy Hernangómez,Wes Iwundu,Team Totals,,Julius Randle,Reggie Bullock,RJ Barrett,Nerlens Noel,Elfrid Payton,Derrick Rose,Taj Gibson,Immanuel Quickley,Kevin Knox,Obi Toppin,Frank Ntilikina,Jared Harper,Norvel Pelle,Theo Pinson,Team Totals,,,,
58,20210420,BRK,L,129,134,25,33,L 4,NOP,2021,False,104.4,.626,11.3,17.1,.165,123.6,104.4,.629,11.4,25.0,.247,128.4,Zion Williamson,Brandon Ingram,Steven Adams,Lonzo Ball,Eric Bledsoe,Naji Marshall,Wes Iwundu,Kira Lewis Jr.,Willy Hernangómez,Jaxson Hayes,Wenyen Gabriel,James Nunnally,Team Totals,,,Kyrie Irving,Landry Shamet,Jeff Green,Joe Harris,DeAndre Jordan,Blake Griffin,Bruce Brown,Timothé Luwawu-Cabarrot,Alize Johnson,Kevin Durant,James Harden,Tyler Johnson,Team Totals,,,,,,
59,20210422,ORL,W,135,100,26,33,W 1,NOP,2021,False,99.6,.622,12.9,30.8,.256,135.5,99.6,.434,5.3,22.0,.153,100.4,Brandon Ingram,Lonzo Ball,Zion Williamson,Eric Bledsoe,Steven Adams,Kira Lewis Jr.,Jaxson Hayes,Wes Iwundu,Wenyen Gabriel,Naji Marshall,Willy Hernangómez,James Nunnally,Team Totals,,,Chuma Okeke,Mo Bamba,Cole Anthony,Gary Harris,Dwayne Bacon,R.J. Hampton,Devin Cannady,Chasson Randle,Donta Hall,Robert Franks,Wendell Carter Jr.,James Ennis III,Team Totals,,,,,,
60,20210424,SAS,L,108,110,26,34,L 1,NOP,2021,False,107.1,.523,16.5,21.3,.195,100.8,107.1,.488,14.6,19.1,.318,102.7,Zion Williamson,Brandon Ingram,Lonzo Ball,Steven Adams,Eric Bledsoe,Naji Marshall,Kira Lewis Jr.,Jaxson Hayes,Wes Iwundu,Willy Hernangómez,Wenyen Gabriel,James Nunnally,Team Totals,,,Derrick White,DeMar DeRozan,Jakob Poeltl,Dejounte Murray,Keldon Johnson,Patty Mills,Lonnie Walker IV,Drew Eubanks,Devin Vassell,Luka Šamanić,Keita Bates-Diop,Gorgui Dieng,Tre Jones,Quinndary Weatherspoon,Team Totals,,,,
61,20210426,LAC,W,120,103,27,34,W 1,NOP,2021,False,100.3,.628,14.6,20.5,.207,119.7,100.3,.478,16.3,26.5,.189,102.7,Lonzo Ball,Willy Hernangómez,Zion Williamson,Brandon Ingram,Eric Bledsoe,Naji Marshall,Kira Lewis Jr.,Wenyen Gabriel,Jaxson Hayes,James Nunnally,Wes Iwundu,James Johnson,Team Totals,,,Terance Mann,Marcus Morris,Paul George,Ivica Zubac,Reggie Jackson,DeMarcus Cousins,Amir Coffey,Rajon Rondo,Patrick Patterson,Nicolas Batum,Yogi Ferrell,Daniel Oturu,Team Totals,,,,,,
62,20210428,DEN,L,112,114,27,35,L 1,NOP,2021,False,108.7,.563,18.0,14.6,.161,103.0,108.7,.565,15.9,7.7,.212,104.9,Lonzo Ball,Brandon Ingram,Zion Williamson,Eric Bledsoe,Steven Adams,Willy Hernangómez,Naji Marshall,Wenyen Gabriel,Kira Lewis Jr.,Jaxson Hayes,James Johnson,Wes Iwundu,James Nunnally,Team Totals,,Michael Porter Jr.,Nikola Jokić,Facundo Campazzo,PJ Dozier,Aaron Gordon,Austin Rivers,Paul Millsap,JaVale McGee,Shaquille Harrison,Bol Bol,Vlatko Čančar,JaMychal Green,Markus Howard,Zeke Nnaji,Team Totals,,,,
63,20210429,OKC,W,109,95,28,35,W 1,NOP,2021,False,105.1,.470,9.9,26.8,.139,103.7,105.1,.444,18.4,22.6,.180,90.4,Zion Williamson,Lonzo Ball,Brandon Ingram,Eric Bledsoe,Willy Hernangómez,Naji Marshall,James Johnson,Jaxson Hayes,Kira Lewis Jr.,Wenyen Gabriel,Wes Iwundu,Didi Louzada,James Nunnally,Team Totals,,Luguentz Dort,Moses Brown,Théo Maledon,Darius Bazley,Aleksej Pokusevski,Ty Jerome,Svi Mykhailiuk,Isaiah Roby,Gabriel Deck,Charlie Brown Jr.,Josh Hall,Tony Bradley,Jaylen Hoard,Kenrich Williams,Team Totals,,,,
64,20210501,MIN,W,140,136,29,35,W 2,NOP,2021,False,107.5,.587,15.8,26.9,.348,117.9,107.5,.524,11.8,25.5,.236,114.6,Zion Williamson,Lonzo Ball,Brandon Ingram,Eric Bledsoe,Willy Hernangómez,Jaxson Hayes,James Johnson,Kira Lewis Jr.,Naji Marshall,Wenyen Gabriel,Wes Iwundu,James Nunnally,Team Totals,,,Anthony Edwards,Karl-Anthony Towns,Jaden McDaniels,Ricky Rubio,Josh Okogie,D'Angelo Russell,Naz Reid,Juancho Hernangómez,Jarred Vanderbilt,Jordan McLaughlin,Ed Davis,Jake Layman,Jaylen Nowell,Team Totals,,,,,
65,20210503,GSW,L,108,123,29,36,L 1,NOP,2021,False,103.7,.461,14.0,28.3,.278,104.2,103.7,.631,13.7,12.8,.136,118.6,Lonzo Ball,Zion Williamson,Brandon Ingram,Eric Bledsoe,Willy Hernangómez,Naji Marshall,James Johnson,Jaxson Hayes,Kira Lewis Jr.,Wenyen Gabriel,James Nunnally,Wes Iwundu,Team Totals,,,Andrew Wiggins,Draymond Green,Stephen Curry,Kent Bazemore,Kevon Looney,Juan Toscano-Anderson,Mychal Mulder,Jordan Poole,Nico Mannion,Alen Smailagić,Kelly Oubre Jr.,Eric Paschall,Team Totals,,,,,,
66,20210504,GSW,W,108,103,30,36,W 1,NOP,2021,False,103.2,.464,10.1,25.9,.186,104.6,103.2,.527,15.8,15.7,.054,99.8,Zion Williamson,Eric Bledsoe,Lonzo Ball,Brandon Ingram,Steven Adams,Jaxson Hayes,James Johnson,Naji Marshall,James Nunnally,Kira Lewis Jr.,Wenyen Gabriel,Willy Hernangómez,Wes Iwundu,Team Totals,,Andrew Wiggins,Stephen Curry,Draymond Green,Kevon Looney,Kent Bazemore,Mychal Mulder,Juan Toscano-Anderson,Jordan Poole,Nico Mannion,Kelly Oubre Jr.,Eric Paschall,Alen Smailagić,Team Totals,,,,,,
67,20210507,PHI,L,107,109,30,37,L 1,NOP,2021,False,101.3,.450,9.0,28.1,.158,105.6,101.3,.535,15.2,21.7,.212,107.6,Eric Bledsoe,Lonzo Ball,Naji Marshall,James Johnson,Willy Hernangómez,Jaxson Hayes,Wes Iwundu,Kira Lewis Jr.,Wenyen Gabriel,Nickeil Alexander-Walker,Didi Louzada,James Nunnally,Team Totals,,,Tobias Harris,Ben Simmons,Joel Embiid,Seth Curry,Danny Green,George Hill,Shake Milton,Dwight Howard,Matisse Thybulle,Mike Scott,Isaiah Joe,Tyrese Maxey,Paul Reed,Anthony Tolliver,Rayjon Tucker,Team Totals,,,
68,20210509,CHO,W,112,110,31,37,W 1,NOP,2021,False,105.7,.531,13.1,31.4,.104,106.0,105.7,.511,15.6,23.9,.137,104.1,Eric Bledsoe,James Johnson,Lonzo Ball,Naji Marshall,Willy Hernangómez,Jaxson Hayes,Nickeil Alexander-Walker,Wes Iwundu,Wenyen Gabriel,Kira Lewis Jr.,Didi Louzada,James Nunnally,Team Totals,,,Terry Rozier,P.J. Washington,LaMelo Ball,Bismack Biyombo,Jalen McDaniels,Brad Wanamaker,Caleb Martin,Cody Zeller,Malik Monk,Vernon Carey Jr.,Nate Darling,Nick Richards,Grant Riller,Team Totals,,,,,
69,20210510,MEM,L,110,115,31,38,L 1,NOP,2021,False,102.6,.495,10.1,26.4,.144,107.2,102.6,.544,10.4,21.7,.176,112.1,Lonzo Ball,Naji Marshall,Eric Bledsoe,James Johnson,Willy Hernangómez,Nickeil Alexander-Walker,Jaxson Hayes,Wenyen Gabriel,Kira Lewis Jr.,Wes Iwundu,Didi Louzada,James Nunnally,Team Totals,,,Ja Morant,Dillon Brooks,Kyle Anderson,Jonas Valančiūnas,Jaren Jackson Jr.,Desmond Bane,De'Anthony Melton,Brandon Clarke,John Konchar,Tyus Jones,Xavier Tillman Sr.,Tim Frazier,Jontay Porter,Killian Tillie,Justise Winslow,Team Totals,,,
70,20210512,DAL,L,107,125,31,39,L 2,NOP,2021,False,102.0,.454,11.1,22.0,.322,104.9,102.0,.568,7.1,21.4,.167,122.6,Nickeil Alexander-Walker,Naji Marshall,Willy Hernangómez,Eric Bledsoe,James Johnson,Wenyen Gabriel,Kira Lewis Jr.,Jaxson Hayes,Didi Louzada,Wes Iwundu,James Nunnally,Lonzo Ball,Team Totals,,,Luka Dončić,Dwight Powell,Tim Hardaway Jr.,Dorian Finney-Smith,Kristaps Porziņģis,Maxi Kleber,Jalen Brunson,Josh Richardson,Willie Cauley-Stein,Trey Burke,Nicolò Melli,Josh Green,Nate Hinton,Boban Marjanović,Tyler Bey,Team Totals,,,
71,20210514,GSW,L,122,125,31,40,L 3,NOP,2021,False,104.2,.520,7.5,24.0,.192,117.1,104.2,.580,10.7,17.0,.276,120.0,Nickeil Alexander-Walker,Naji Marshall,Willy Hernangómez,James Johnson,Eric Bledsoe,Wenyen Gabriel,Kira Lewis Jr.,Jaxson Hayes,Didi Louzada,James Nunnally,Lonzo Ball,Wes Iwundu,Team Totals,,,Mychal Mulder,Juan Toscano-Anderson,Jordan Poole,Kent Bazemore,Kevon Looney,Nico Mannion,Alen Smailagić,Eric Paschall,Jordan Bell,Stephen Curry,Draymond Green,Andrew Wiggins,Team Totals,,,,,,
72,20210516,LAL,L,98,110,31,41,L 4,NOP,2021,False,100.9,.532,19.4,19.0,.192,97.1,100.9,.526,8.9,17.0,.094,109.0,Nickeil Alexander-Walker,Naji Marshall,Willy Hernangómez,James Johnson,Eric Bledsoe,Kira Lewis Jr.,Wenyen Gabriel,Jaxson Hayes,Didi Louzada,James Nunnally,Lonzo Ball,Wes Iwundu,Team Totals,,,Anthony Davis,Dennis Schröder,Kentavious Caldwell-Pope,LeBron James,Andre Drummond,Marc Gasol,Kyle Kuzma,Alex Caruso,Talen Horton-Tucker,Wesley Matthews,Jared Dudley,Alfonzo McKinnie,Ben McLemore,Montrezl Harrell,Markieff Morris,Team Totals,,,
1,20201223,IND,L,107,121,0,1,L 1,NYK,2021,False,106.0,.529,14.4,11.1,.200,101.0,106.0,.532,10.9,22.2,.223,114.2,Julius Randle,RJ Barrett,Reggie Bullock,Elfrid Payton,Mitchell Robinson,Alec Burks,Obi Toppin,Kevin Knox,Immanuel Quickley,Nerlens Noel,Frank Ntilikina,Theo Pinson,Ignas Brazdeikis,Jared Harper,Dennis Smith Jr.,Domantas Sabonis,Malcolm Brogdon,Myles Turner,Victor Oladipo,T.J. Warren,Doug McDermott,Justin Holiday,T.J. McConnell,Aaron Holiday,Jalen Lecque,Kelan Martin,JaKarr Sampson,Cassius Stanley,Edmond Sumner,Team Totals,,Team Totals,,
2,20201226,PHI,L,89,109,0,2,L 2,NYK,2021,False,93.9,.434,14.7,27.1,.205,94.8,93.9,.528,10.9,28.6,.182,116.0,RJ Barrett,Julius Randle,Reggie Bullock,Mitchell Robinson,Elfrid Payton,Alec Burks,Kevin Knox,Dennis Smith Jr.,Nerlens Noel,Frank Ntilikina,Theo Pinson,Ignas Brazdeikis,Jared Harper,Team Totals,,Ben Simmons,Joel Embiid,Tobias Harris,Seth Curry,Danny Green,Shake Milton,Furkan Korkmaz,Mike Scott,Dwight Howard,Tyrese Maxey,Matisse Thybulle,Tony Bradley,Terrance Ferguson,Isaiah Joe,Dakota Mathias,Team Totals,,,
3,20201227,MIL,W,130,110,1,2,W 1,NYK,2021,False,101.0,.635,14.2,22.9,.259,128.7,101.0,.468,9.3,30.9,.221,108.9,RJ Barrett,Julius Randle,Mitchell Robinson,Elfrid Payton,Reggie Bullock,Kevin Knox,Alec Burks,Frank Ntilikina,Nerlens Noel,Jared Harper,Theo Pinson,Ignas Brazdeikis,Team Totals,,,Khris Middleton,Giannis Antetokounmpo,Jrue Holiday,Donte DiVincenzo,Brook Lopez,Bobby Portis,Bryn Forbes,Pat Connaughton,D.J. Augustin,Jordan Nwora,Sam Merrill,D.J. Wilson,Thanasis Antetokounmpo,Torrey Craig,Team Totals,,,,
4,20201229,CLE,W,95,86,2,2,W 2,NYK,2021,False,96.6,.519,23.4,32.6,.165,98.3,96.6,.403,11.7,25.5,.170,89.0,Julius Randle,Reggie Bullock,RJ Barrett,Elfrid Payton,Mitchell Robinson,Nerlens Noel,Kevin Knox,Frank Ntilikina,Ignas Brazdeikis,Alec Burks,Jared Harper,Theo Pinson,Team Totals,,,Larry Nance Jr.,Collin Sexton,Darius Garland,Andre Drummond,Cedi Osman,Damyean Dotson,JaVale McGee,Dante Exum,Dean Wade,Marques Bolden,Thon Maker,Lamar Stevens,Team Totals,,,,,,
5,20201231,TOR,L,83,100,2,3,L 1,NYK,2021,False,100.7,.381,14.2,17.0,.182,82.4,100.7,.512,16.3,18.8,.181,99.3,Reggie Bullock,Julius Randle,RJ Barrett,Mitchell Robinson,Elfrid Payton,Kevin Knox,Austin Rivers,Nerlens Noel,Jared Harper,Theo Pinson,Ignas Brazdeikis,Alec Burks,Team Totals,,,Kyle Lowry,Fred VanVleet,OG Anunoby,Norman Powell,Aron Baynes,Chris Boucher,Terence Davis,Stanley Johnson,Alex Len,Yuta Watanabe,DeAndre' Bembry,Malachi Flynn,Paul Watson,Pascal Siakam,Matt Thomas,Team Totals,,,
6,20210102,IND,W,106,102,3,3,W 1,NYK,2021,False,93.4,.578,15.3,27.0,.120,113.5,93.4,.518,8.9,10.9,.179,109.2,RJ Barrett,Julius Randle,Elfrid Payton,Reggie Bullock,Mitchell Robinson,Austin Rivers,Nerlens Noel,Kevin Knox,Immanuel Quickley,Ignas Brazdeikis,Jared Harper,Theo Pinson,Team Totals,,,Malcolm Brogdon,Domantas Sabonis,Victor Oladipo,Myles Turner,Aaron Holiday,Justin Holiday,Doug McDermott,T.J. McConnell,Kelan Martin,Jalen Lecque,JaKarr Sampson,Cassius Stanley,Edmond Sumner,Team Totals,,,,,
7,20210104,ATL,W,113,108,4,3,W 2,NYK,2021,False,98.4,.547,14.3,26.8,.235,114.9,98.4,.517,11.8,22.7,.207,109.8,RJ Barrett,Julius Randle,Elfrid Payton,Mitchell Robinson,Reggie Bullock,Austin Rivers,Immanuel Quickley,Kevin Knox,Ignas Brazdeikis,Jared Harper,Nerlens Noel,Theo Pinson,Team Totals,,,Trae Young,De'Andre Hunter,John Collins,Clint Capela,Cam Reddish,Kevin Huerter,Bogdan Bogdanović,Solomon Hill,Brandon Goodwin,Bruno Fernando,Nathan Knight,Skylar Mays,Rajon Rondo,Team Totals,,,,,
