Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Is_Playoffs,Previous_Team_Pace,Previous_Team_eFG%,Previous_Team_TOV%,Previous_Team_ORB%,Previous_Team_FT/FGA,Previous_Team_ORtg,Previous_Opponent_Pace,Previous_Opponent_eFG%,Previous_Opponent_TOV%,Previous_Opponent_ORB%,Previous_Opponent_FT/FGA,Previous_Opponent_ORtg,GmSc_Starters_Team,GmSc_Starters_Opp,GmSc_Bench_Team,GmSc_Bench_Opp
20240409,HOU,L,106,118,46,32,1,ORL,False,94.57,0.52,11.1,26.3,0.24,116.97,94.93,0.6,11.53,21.03,0.25,124.43,11.81,12.78,3.1,4.53
20240409,MIN,L,121,130,15,64,-5,WAS,False,104.17,0.55,13.23,13.77,0.15,110.0,,,,,,,12.01,11.89,6.73,4.57
20240409,DET,W,120,102,44,35,5,PHI,False,97.87,0.56,12.23,19.13,0.16,114.2,93.7,0.53,13.7,29.77,0.17,115.33,12.47,9.32,5.42,6.63
20240409,SAC,W,112,105,53,25,1,OKC,False,98.9,0.54,13.87,20.2,0.23,112.2,93.8,0.45,12.87,19.17,0.18,97.43,14.12,11.19,6.52,2.96
20240409,CHI,W,128,117,46,32,-1,NYK,False,94.97,0.56,11.6,25.27,0.22,120.33,96.67,0.54,13.0,23.57,0.19,112.43,15.07,11.62,2.4,2.54
20240409,POR,W,110,100,46,32,2,NOP,False,95.87,0.56,14.13,22.57,0.22,114.73,96.73,0.52,10.8,14.03,0.19,107.37,14.27,11.15,3.45,4.93
20240409,IND,L,123,140,25,53,3,TOR,False,105.13,0.51,14.83,19.87,0.25,105.17,94.97,0.51,10.3,22.8,0.24,112.9,11.93,11.98,5.21,5.43
20240409,MIA,L,111,117,36,42,3,ATL,False,103.37,0.53,15.4,19.7,0.18,105.13,98.33,0.56,12.77,20.63,0.2,115.33,12.59,12.87,3.8,4.6
20240409,DAL,L,104,130,19,59,-1,CHO,False,92.4,0.59,11.63,20.7,0.17,120.17,100.5,0.54,12.5,19.43,0.17,110.43,14.51,16.99,5.42,2.29
20240407,PHO,W,113,105,45,32,-2,NOP,False,94.5,0.55,12.57,24.27,0.21,115.73,96.0,0.48,13.07,17.17,0.15,99.2,14.63,17.19,3.39,2.85
20240407,LAC,L,118,120,46,32,2,CLE,False,95.7,0.49,16.03,15.9,0.17,98.1,95.07,0.58,9.4,25.47,0.22,124.6,14.64,9.49,2.06,4.51
20240407,BOS,L,107,124,21,56,-1,POR,False,98.17,0.45,15.27,27.57,0.12,95.0,93.67,0.57,10.63,16.33,0.11,113.77,10.86,13.8,4.88,4.83
20240407,MIA,W,117,115,44,34,1,IND,False,100.0,0.62,8.67,19.6,0.14,129.17,98.33,0.56,12.77,20.63,0.2,115.33,11.73,11.44,5.4,6.77
20240407,CHI,W,113,98,45,32,2,ORL,False,95.3,0.56,13.43,22.27,0.26,117.8,96.67,0.54,13.0,23.57,0.19,112.43,13.22,13.03,3.58,2.21
20240407,SAS,W,133,126,43,35,6,PHI,False,97.3,0.63,14.3,23.47,0.16,123.27,101.23,0.54,13.47,21.7,0.16,111.5,10.92,13.74,6.01,6.28
20240407,GSW,L,110,118,29,48,-4,UTA,False,99.77,0.51,16.5,23.1,0.22,105.3,95.03,0.51,11.33,22.8,0.19,110.63,8.38,9.94,3.7,3.48
20240407,CHO,W,121,118,52,25,2,OKC,False,97.77,0.5,13.27,20.57,0.25,108.07,93.07,0.62,12.13,23.93,0.19,127.57,8.75,14.23,6.1,5.05
20240407,HOU,W,147,136,47,30,7,DAL,False,98.97,0.57,14.2,20.07,0.11,112.3,94.93,0.6,11.53,21.03,0.25,124.43,15.99,11.17,1.86,4.29
20240407,BRK,W,107,77,44,33,2,SAC,False,91.6,0.54,9.6,35.23,0.16,122.2,96.8,0.54,8.53,26.07,0.08,119.23,11.77,12.73,3.3,4.95
20240407,WAS,W,130,122,24,53,-10,TOR,False,104.13,0.5,15.97,17.93,0.23,100.33,104.17,0.54,12.3,23.73,0.23,114.23,15.23,12.33,4.35,5.2
20240407,MIN,L,117,127,45,33,2,LAL,False,102.47,0.57,14.8,24.0,0.3,117.53,,,,,,,13.47,11.06,2.87,4.98
20240407,MIL,W,122,109,45,32,1,NYK,False,94.43,0.55,14.17,20.9,0.23,112.6,97.33,0.55,8.9,25.3,0.17,120.97,13.23,15.55,2.65,3.85
20240406,DEN,L,110,142,36,41,-4,ATL,False,100.6,0.57,15.57,18.83,0.14,109.3,97.4,0.48,9.73,20.53,0.28,108.37,11.82,15.48,4.63,2.59
20240406,DET,W,113,103,30,47,-1,BRK,False,98.63,0.52,12.07,26.77,0.2,111.8,93.7,0.53,13.7,29.77,0.17,115.33,10.71,7.37,5.57,6.63
20240406,MEM,W,116,96,42,35,-2,PHI,False,95.87,0.6,11.13,26.67,0.13,124.37,96.13,0.54,11.97,20.77,0.16,111.27,14.59,10.29,5.8,8.39
20240406,LAL,L,97,116,46,31,-2,CLE,False,92.37,0.48,14.43,15.53,0.2,99.53,102.13,0.51,10.73,22.5,0.12,109.43,14.61,18.45,3.63,1.88
20240405,WAS,W,108,102,20,56,-1,POR,False,99.1,0.48,17.4,21.8,0.08,93.3,104.17,0.54,12.3,23.73,0.23,114.23,9.0,10.65,5.22,5.5
20240405,MEM,L,90,108,13,63,-1,DET,False,95.37,0.48,12.6,24.53,0.24,105.7,96.13,0.54,11.97,20.77,0.16,111.27,8.01,7.39,7.86,8.28
20240405,MIN,W,97,87,45,31,1,PHO,False,96.2,0.58,15.03,20.97,0.13,113.7,,,,,,,15.88,14.39,3.31,4.48
20240405,SAS,L,109,111,45,31,2,NOP,False,92.67,0.52,10.23,21.17,0.21,111.77,101.23,0.54,13.47,21.7,0.16,111.5,11.63,14.05,3.13,4.65
20240405,IND,L,112,126,52,24,-1,OKC,False,95.57,0.54,12.33,20.13,0.23,116.4,100.0,0.55,10.9,23.33,0.27,117.93,8.39,12.91,4.59,4.85
20240405,BOS,L,100,101,44,32,-1,SAC,False,92.17,0.55,10.9,33.2,0.17,122.63,93.67,0.57,10.63,16.33,0.11,113.77,13.41,14.43,3.87,3.21
20240405,CHO,L,115,124,45,31,4,ORL,False,94.07,0.56,15.7,21.97,0.22,112.87,93.07,0.62,12.13,23.93,0.19,127.57,12.65,12.81,4.42,4.63
20240405,MIL,W,117,111,23,53,-1,TOR,False,99.8,0.47,14.23,17.13,0.14,95.03,97.33,0.55,8.9,25.3,0.17,120.97,13.69,8.47,5.18,3.71
20240405,CHI,L,100,108,45,31,2,NYK,False,94.07,0.55,11.9,24.73,0.24,117.13,96.67,0.54,13.0,23.57,0.19,112.43,14.31,13.65,3.16,2.72
20240405,LAC,L,102,131,29,47,-2,UTA,False,97.2,0.53,16.27,22.53,0.2,109.03,95.07,0.58,9.4,25.47,0.22,124.6,8.57,10.68,2.7,4.06
20240405,MIA,L,104,119,38,38,-1,HOU,False,95.73,0.52,9.3,30.57,0.13,116.83,98.33,0.56,12.77,20.63,0.2,115.33,9.61,12.37,4.35,7.13
20240405,GSW,W,108,106,46,30,-1,DAL,False,96.47,0.54,12.1,27.4,0.09,114.77,95.03,0.51,11.33,22.8,0.19,110.63,9.96,13.69,1.6,5.06
20240404,MIA,W,109,105,41,35,2,PHI,False,94.13,0.61,11.63,28.4,0.17,125.77,98.33,0.56,12.77,20.63,0.2,115.33,13.83,13.48,9.2,7.1
20240404,SAC,W,120,109,44,31,3,NYK,False,93.73,0.52,10.93,26.87,0.19,115.53,92.17,0.52,12.27,20.27,0.28,111.37,14.83,13.91,1.95,3.85
20240404,HOU,W,133,110,41,34,1,GSW,False,97.83,0.54,11.57,24.87,0.14,114.07,95.73,0.61,12.13,20.87,0.3,124.13,12.58,11.91,5.86,3.0
20240404,LAC,L,100,102,53,23,-2,DEN,False,95.17,0.56,13.77,31.77,0.21,119.23,95.07,0.58,9.4,25.47,0.22,124.6,14.51,9.48,2.97,3.53
20240404,DAL,L,95,109,36,40,-4,ATL,False,98.7,0.59,12.8,18.87,0.14,117.23,96.63,0.52,11.33,20.83,0.16,109.07,15.09,13.63,4.28,2.23
20240403,CLE,W,122,101,44,31,1,PHO,False,96.27,0.6,13.27,21.0,0.1,116.67,93.2,0.62,12.8,29.5,0.15,126.73,13.29,13.65,3.13,4.88
20240403,MIN,L,85,133,23,52,1,TOR,False,98.37,0.49,11.67,18.93,0.17,104.17,,,,,,,6.87,10.97,10.78,3.59
20240403,MIL,W,111,101,25,50,2,MEM,False,97.1,0.54,14.87,22.77,0.18,109.47,97.33,0.55,8.9,25.3,0.17,120.97,8.32,10.73,8.16,1.65
20240403,CHO,W,89,86,19,56,-8,POR,False,99.37,0.49,17.87,20.0,0.1,94.07,93.07,0.62,12.13,23.93,0.19,127.57,7.02,7.86,5.74,6.27
20240403,ORL,L,108,117,45,30,-1,NOP,False,93.83,0.48,7.73,22.27,0.2,110.07,93.57,0.49,14.3,27.43,0.14,103.87,14.05,11.77,2.68,4.1
20240403,LAL,L,120,125,15,61,-13,WAS,False,101.83,0.51,13.73,15.5,0.13,101.63,102.13,0.51,10.73,22.5,0.12,109.43,10.75,15.53,3.31,2.52
20240403,IND,W,115,111,29,47,-2,BRK,False,98.57,0.54,10.37,22.4,0.17,115.4,100.0,0.55,10.9,23.33,0.27,117.93,12.39,11.77,5.6,3.58
20240403,BOS,L,100,135,52,23,5,OKC,False,96.3,0.57,13.03,25.2,0.19,120.37,93.67,0.57,10.63,16.33,0.11,113.77,10.72,15.12,4.36,5.39
20240403,DET,W,121,113,35,40,1,ATL,False,94.8,0.57,11.13,24.27,0.12,118.67,95.7,0.57,11.73,22.4,0.16,117.73,15.67,7.48,4.31,6.3
20240402,CLE,L,113,129,29,46,-1,UTA,False,96.37,0.51,13.3,25.67,0.25,112.0,93.2,0.62,12.8,29.5,0.15,126.73,9.33,12.4,6.25,4.89
20240402,GSW,L,100,104,45,29,4,DAL,False,95.8,0.56,12.77,30.3,0.13,118.6,97.67,0.54,10.87,21.2,0.13,111.9,14.37,13.25,3.35,5.83
20240402,PHI,L,105,109,52,22,-1,OKC,False,97.13,0.55,12.17,22.7,0.18,115.33,94.47,0.58,10.7,18.73,0.15,121.73,10.17,14.77,4.26,9.05
20240402,DEN,L,105,110,18,57,-3,SAS,False,101.7,0.53,15.9,28.33,0.17,107.67,95.67,0.52,9.87,21.83,0.24,113.7,12.55,14.16,5.35,2.36
20240402,LAL,L,111,128,23,51,-1,TOR,False,98.9,0.47,10.0,16.67,0.16,101.5,102.13,0.51,10.73,22.5,0.12,109.43,11.61,17.95,6.7,2.93
20240402,MIL,W,117,113,14,61,-8,WAS,False,98.87,0.52,14.57,15.87,0.13,101.9,97.33,0.55,8.9,25.3,0.17,120.97,11.9,13.19,5.85,1.93
20240402,LAC,W,109,95,43,31,3,SAC,False,95.33,0.54,12.13,26.27,0.15,114.5,95.07,0.58,9.4,25.47,0.22,124.6,13.3,12.99,2.54,2.7
20240402,MIN,L,106,113,38,36,-1,HOU,False,95.9,0.54,8.97,38.33,0.15,124.53,,,,,,,13.77,13.97,3.45,3.41
20240402,MIA,L,99,109,44,30,6,NYK,False,94.53,0.57,9.5,36.53,0.16,131.2,98.33,0.56,12.77,20.63,0.2,115.33,16.72,14.23,3.44,6.1
20240401,IND,L,111,133,29,46,-2,BRK,False,96.23,0.54,10.13,24.87,0.15,117.03,100.0,0.55,10.9,23.33,0.27,117.93,15.34,12.51,4.51,4.04
20240401,POR,W,104,103,43,31,2,ORL,False,94.03,0.54,14.07,21.5,0.17,108.93,99.37,0.59,10.53,22.0,0.2,124.53,8.62,6.17,6.05,5.83
20240401,MEM,L,108,110,13,61,-18,DET,False,95.1,0.47,12.03,22.07,0.22,103.5,97.27,0.53,13.83,20.37,0.21,108.33,9.15,8.15,5.4,7.87
20240401,CHO,W,118,104,58,16,-1,BOS,False,93.5,0.61,8.77,25.4,0.22,133.73,93.07,0.62,12.13,23.93,0.19,127.57,15.47,13.19,4.36,2.35
20240401,CHI,W,113,101,34,40,-1,ATL,False,94.17,0.58,10.4,30.27,0.11,122.03,96.67,0.54,13.0,23.57,0.19,112.43,14.59,15.42,6.35,2.69
20240401,PHO,L,111,124,45,29,-1,NOP,False,95.57,0.48,8.1,17.23,0.22,108.27,95.6,0.5,9.4,16.47,0.17,107.07,14.31,12.35,2.61,3.78
20240331,LAL,L,104,116,29,45,1,BRK,False,95.87,0.54,12.57,28.1,0.2,116.07,102.13,0.51,10.73,22.5,0.12,109.43,15.38,19.49,5.48,2.5
20240331,GSW,L,113,117,18,56,-1,SAS,False,103.73,0.52,15.1,23.0,0.17,103.43,97.67,0.54,10.87,21.2,0.13,111.9,9.77,11.98,4.93,5.03
20240331,TOR,W,135,120,39,35,2,PHI,False,91.17,0.52,11.33,30.4,0.18,115.8,99.57,0.52,17.13,34.03,0.19,107.53,7.45,10.17,7.65,6.14
20240331,MIA,L,107,119,14,60,2,WAS,False,98.33,0.51,13.8,19.6,0.12,102.47,98.33,0.56,12.77,20.63,0.2,115.33,11.79,13.69,4.01,6.21
20240331,LAC,L,118,130,18,55,-8,CHO,False,92.23,0.54,12.7,20.97,0.2,110.93,95.07,0.58,9.4,25.47,0.22,124.6,11.03,12.91,2.33,4.17
20240331,HOU,W,125,107,44,29,-3,DAL,False,100.07,0.56,12.47,25.5,0.2,118.77,95.9,0.64,10.23,19.47,0.24,130.43,14.81,13.67,4.19,4.41
20240331,UTA,W,127,106,42,31,2,SAC,False,96.9,0.49,12.13,21.3,0.15,103.7,96.03,0.57,7.5,26.5,0.16,125.8,11.39,7.34,3.55,2.85
20240331,DEN,L,101,130,45,29,3,CLE,False,89.57,0.5,13.87,16.77,0.22,103.97,95.67,0.52,9.87,21.83,0.24,113.7,13.23,13.79,5.79,3.66
20240331,MIN,W,109,101,35,39,1,CHI,False,95.4,0.55,9.63,28.07,0.18,123.43,,,,,,,14.31,13.5,3.73,3.96
20240331,OKC,L,112,113,44,29,-1,NYK,False,95.4,0.61,10.53,35.87,0.13,134.23,97.13,0.56,13.37,32.0,0.13,116.73,17.86,14.23,4.01,5.62
20240330,MEM,W,118,88,42,31,-2,ORL,False,93.33,0.51,12.63,25.33,0.14,106.0,97.27,0.53,13.83,20.37,0.21,108.33,7.21,10.43,4.71,7.41
20240330,MIL,L,113,122,34,39,-1,ATL,False,92.0,0.62,9.97,32.7,0.1,131.8,97.33,0.55,8.9,25.3,0.17,120.97,15.59,11.07,7.97,2.93
20240330,BOS,L,92,104,45,28,-3,NOP,False,97.73,0.52,8.4,15.7,0.26,113.6,93.83,0.61,13.13,19.33,0.12,118.93,15.09,16.92,3.81,7.58
20240329,MIA,L,82,142,19,54,-9,POR,False,97.83,0.52,15.53,23.67,0.13,105.2,98.33,0.56,12.77,20.63,0.2,115.33,7.77,11.04,8.0,6.5
20240329,PHO,W,128,103,50,22,1,OKC,False,100.73,0.52,13.1,25.47,0.18,109.0,95.6,0.5,9.4,16.47,0.17,107.07,10.96,14.16,3.28,4.13
20240329,LAL,W,109,90,41,33,-1,IND,False,100.23,0.63,10.17,20.63,0.16,129.6,102.13,0.51,10.73,22.5,0.12,109.43,13.07,20.53,4.71,4.33
20240329,SAS,L,126,130,44,28,2,NYK,False,94.03,0.61,10.37,36.07,0.12,132.67,103.9,0.52,14.47,13.63,0.22,103.63,17.97,11.7,4.18,6.47
20240329,CLE,L,114,117,39,34,1,PHI,False,89.97,0.56,11.23,29.57,0.16,120.1,90.23,0.57,10.33,24.53,0.18,122.53,10.91,11.22,6.11,4.44
20240329,CHI,W,125,108,28,45,2,BRK,False,95.07,0.55,15.27,28.1,0.23,115.4,95.73,0.6,12.0,23.83,0.17,122.77,12.19,14.79,5.05,4.2
20240329,LAC,L,97,100,42,30,-2,ORL,False,94.03,0.54,13.2,24.27,0.14,110.57,95.07,0.58,9.4,25.47,0.22,124.6,8.14,13.1,6.17,4.29
20240329,HOU,L,100,101,29,44,-5,UTA,False,97.8,0.5,12.4,21.23,0.24,109.5,95.9,0.64,10.23,19.47,0.24,130.43,11.11,13.9,2.98,5.45
20240329,GSW,L,97,115,18,54,-1,CHO,False,93.5,0.59,15.43,18.7,0.17,114.07,97.67,0.54,10.87,21.2,0.13,111.9,11.43,10.03,3.63,5.15
20240329,DAL,L,103,107,42,30,-1,SAC,False,97.37,0.51,13.3,29.87,0.18,110.2,100.4,0.49,12.6,27.8,0.2,108.77,13.39,16.31,2.5,3.81
20240329,MIN,L,98,111,51,22,1,DEN,False,93.47,0.59,13.33,28.03,0.17,122.07,,,,,,,15.69,12.39,3.87,4.48
20240329,DET,L,87,96,14,59,1,WAS,False,97.57,0.52,11.17,24.23,0.15,112.37,95.43,0.58,11.07,19.4,0.13,115.9,15.26,7.09,4.92,6.82
20240328,MIL,W,107,100,44,28,-2,NOP,False,93.97,0.58,10.67,18.9,0.2,119.83,97.33,0.55,8.9,25.3,0.17,120.97,13.03,14.94,4.52,3.76
20240328,BOS,W,123,122,33,39,2,ATL,False,94.77,0.59,9.53,28.73,0.12,126.37,93.83,0.61,13.13,19.33,0.12,118.93,14.98,17.42,9.43,8.27
20240327,DEN,W,104,97,42,30,1,PHO,False,97.57,0.64,13.37,18.77,0.17,123.53,93.8,0.48,9.93,23.03,0.19,107.53,14.46,16.16,4.68,4.2
20240327,ATL,L,106,120,19,53,1,POR,False,96.87,0.51,12.63,28.97,0.16,110.03,95.43,0.57,10.2,22.23,0.15,120.0,9.87,14.99,5.57,8.72
20240327,GSW,L,93,101,42,29,-2,ORL,False,94.73,0.57,14.3,26.87,0.15,116.13,97.67,0.54,10.87,21.2,0.13,111.9,10.05,12.27,5.49,3.06
20240327,TOR,W,145,101,43,28,3,NYK,False,93.43,0.56,10.57,24.03,0.13,117.13,99.57,0.52,17.13,34.03,0.19,107.53,15.61,10.88,3.22,4.68
20240327,UTA,W,118,111,16,56,-4,SAS,False,101.8,0.48,13.8,23.97,0.18,103.07,97.63,0.6,8.47,25.73,0.16,128.1,10.65,12.98,3.7,4.31
20240327,MIN,L,91,106,12,60,-1,DET,False,97.5,0.49,13.73,20.77,0.19,102.37,,,,,,,8.11,13.96,6.54,4.57
20240327,HOU,L,126,132,50,21,6,OKC,False,100.4,0.51,11.07,23.47,0.2,111.03,95.9,0.64,10.23,19.47,0.24,130.43,10.86,13.4,2.75,7.02
20240327,IND,W,125,99,34,38,1,CHI,False,96.33,0.55,10.7,22.7,0.22,120.37,100.9,0.57,9.17,26.3,0.26,124.77,14.03,16.11,3.83,4.96
20240327,LAC,L,107,108,39,33,1,PHI,False,91.73,0.5,9.93,29.37,0.16,113.5,95.07,0.58,9.4,25.47,0.22,124.6,10.95,14.05,5.73,4.41
20240327,BRK,L,119,122,14,58,1,WAS,False,98.43,0.5,11.83,28.2,0.15,110.07,94.9,0.55,10.7,23.97,0.15,118.23,14.1,10.22,5.05,4.03
20240327,CLE,W,118,111,17,54,-5,CHO,False,95.47,0.52,14.1,15.97,0.16,104.4,90.23,0.57,10.33,24.53,0.18,122.53,9.96,9.35,2.22,4.9
20240327,MEM,W,136,124,40,32,-4,LAL,False,100.07,0.55,11.67,22.83,0.23,116.3,97.27,0.53,13.83,20.37,0.21,108.33,14.99,13.6,2.94,6.51
20240326,OKC,L,112,119,44,27,-1,NOP,False,94.6,0.59,13.5,18.07,0.19,117.1,100.57,0.56,17.73,24.27,0.15,108.87,12.11,13.37,4.29,3.31
20240326,MIL,W,128,124,39,32,1,LAL,False,100.0,0.58,11.8,20.43,0.21,118.73,97.33,0.55,8.9,25.3,0.17,120.97,16.73,15.4,5.75,3.23
20240326,MIA,W,113,92,36,34,-2,GSW,False,98.9,0.56,9.77,28.53,0.12,121.13,98.33,0.56,12.77,20.63,0.2,115.33,13.21,9.13,3.31,3.72
20240326,DAL,L,96,132,42,29,3,SAC,False,96.37,0.53,14.13,33.4,0.21,115.87,100.4,0.49,12.6,27.8,0.2,108.77,13.25,15.05,3.67,3.54
20240325,DET,W,124,99,42,28,1,NYK,False,91.83,0.54,10.27,25.87,0.14,117.47,97.67,0.55,9.57,18.17,0.14,113.87,15.6,7.1,2.31,6.67
20240325,LAC,W,133,116,40,32,-4,IND,False,100.9,0.59,10.7,21.87,0.15,122.6,95.07,0.58,9.4,25.47,0.22,124.6,14.43,15.92,5.36,3.87
20240325,MEM,W,128,103,50,21,6,DEN,False,92.13,0.6,11.83,25.07,0.12,122.53,97.27,0.53,13.83,20.37,0.21,108.33,13.37,14.7,1.8,6.39
20240325,SAS,L,102,104,42,29,3,PHO,False,97.43,0.67,12.9,21.9,0.19,132.77,101.67,0.5,11.33,16.0,0.18,103.7,15.02,8.7,5.23,5.0
20240325,HOU,L,92,110,19,52,-3,POR,False,96.5,0.55,12.93,27.37,0.15,114.3,95.9,0.64,10.23,19.47,0.24,130.43,11.27,16.43,5.25,5.46
20240325,BRK,L,88,96,23,48,1,TOR,False,102.5,0.51,10.23,19.07,0.17,108.3,94.9,0.55,10.7,23.97,0.15,118.23,10.33,7.61,4.26,5.27
20240325,CLE,L,92,115,17,53,1,CHO,False,95.57,0.53,14.27,18.1,0.16,106.83,90.23,0.57,10.33,24.53,0.18,122.53,10.41,9.53,2.67,4.15
20240325,CHI,W,107,105,13,58,-3,WAS,False,98.03,0.51,12.77,25.3,0.15,107.47,96.83,0.62,10.5,22.3,0.18,127.63,8.25,14.33,7.93,4.58
20240325,BOS,W,120,118,31,39,-2,ATL,False,94.37,0.58,10.57,24.87,0.13,123.27,93.83,0.61,13.13,19.33,0.12,118.93,12.3,18.27,8.5,7.68
20240325,DAL,L,105,115,29,42,-4,UTA,False,96.03,0.51,13.73,26.2,0.22,111.3,100.4,0.49,12.6,27.8,0.2,108.77,12.46,13.79,5.71,3.15
20240325,SAC,L,96,108,39,32,1,PHI,False,95.13,0.51,8.43,26.03,0.12,111.83,96.53,0.5,16.4,25.43,0.21,103.03,9.57,13.75,7.16,3.53
20240324,MIN,L,110,114,36,33,-4,GSW,False,97.97,0.58,7.9,33.6,0.08,128.4,,,,,,,11.01,14.33,5.76,4.98
20240324,MIL,L,93,118,49,20,-4,OKC,False,100.43,0.57,11.17,24.27,0.2,119.53,97.33,0.55,8.9,25.3,0.17,120.97,15.38,16.82,3.62,4.06
20240324,DET,W,114,101,43,27,2,NOP,False,92.27,0.59,14.83,22.7,0.14,116.4,97.67,0.55,9.57,18.17,0.14,113.87,11.25,6.95,5.69,5.65
20240324,MIA,L,84,121,43,27,-1,CLE,False,90.27,0.53,12.47,20.83,0.23,111.83,98.33,0.56,12.77,20.63,0.2,115.33,13.91,11.55,5.3,3.33
20240324,LAC,W,121,107,38,32,3,PHI,False,97.27,0.47,9.73,20.97,0.14,100.73,95.07,0.58,9.4,25.47,0.22,124.6,10.93,16.49,4.33,2.85
20240324,LAL,L,145,150,40,31,-4,IND,False,99.97,0.59,10.93,20.07,0.23,122.83,100.33,0.59,11.73,18.0,0.15,118.97,12.87,14.06,5.02,2.55
20240323,WAS,L,109,112,23,47,1,TOR,False,102.97,0.53,11.47,18.87,0.15,108.5,97.87,0.61,10.9,31.23,0.27,134.23,8.74,11.61,4.98,7.68
20240323,SAC,L,107,109,42,28,-3,ORL,False,94.73,0.59,15.1,23.93,0.18,118.2,96.53,0.5,16.4,25.43,0.21,103.03,11.22,12.31,4.62,4.85
20240323,SAS,W,131,106,41,29,-2,PHO,False,96.07,0.63,13.0,22.07,0.22,126.23,101.67,0.5,11.33,16.0,0.18,103.7,15.41,13.0,4.75,4.17
20240323,BRK,W,105,93,41,28,4,NYK,False,93.57,0.54,12.2,23.1,0.17,112.9,94.9,0.55,10.7,23.97,0.15,118.23,14.02,12.02,2.99,3.76
20240323,DEN,L,111,114,19,51,-7,POR,False,95.2,0.54,12.23,27.6,0.17,114.43,92.13,0.53,7.63,16.9,0.15,113.33,8.33,9.52,5.75,1.89
20240323,CHO,W,132,91,30,39,-2,ATL,False,93.77,0.52,12.57,27.1,0.12,111.9,96.07,0.53,13.33,25.87,0.19,112.23,11.71,10.06,6.34,3.15
20240323,CHI,W,124,113,56,14,7,BOS,False,94.7,0.59,8.23,24.87,0.2,130.23,96.83,0.62,10.5,22.3,0.18,127.63,16.21,15.54,4.51,4.45
20240323,HOU,L,119,147,29,41,-2,UTA,False,96.2,0.51,15.73,24.2,0.19,104.7,95.9,0.64,10.23,19.47,0.24,130.43,9.19,14.98,3.96,5.64
20240322,IND,L,111,123,36,32,3,GSW,False,97.83,0.65,9.07,27.73,0.06,133.1,100.13,0.54,10.77,26.17,0.23,117.4,12.12,11.83,6.6,6.0
20240322,LAC,L,117,125,19,50,-4,POR,False,94.43,0.53,14.73,27.97,0.19,111.53,95.07,0.58,9.4,25.47,0.22,124.6,7.94,15.25,5.4,2.37
20240322,MIN,L,91,104,43,26,1,CLE,False,93.67,0.55,13.53,18.37,0.24,112.33,,,,,,,12.63,15.32,4.47,4.72
20240322,DET,W,129,102,55,14,6,BOS,False,94.93,0.55,9.57,27.2,0.19,123.13,97.67,0.55,9.57,18.17,0.14,113.87,15.01,7.16,4.76,4.34
20240322,MEM,L,97,99,15,54,-3,SAS,False,99.9,0.52,14.57,24.1,0.21,108.0,97.27,0.53,13.83,20.37,0.21,108.33,12.2,13.52,4.63,7.36
20240322,MIA,W,111,88,42,27,-1,NOP,False,95.5,0.58,13.5,21.7,0.14,117.33,98.33,0.56,12.77,20.63,0.2,115.33,13.09,12.04,4.5,3.56
20240322,TOR,W,123,103,48,20,3,OKC,False,99.07,0.58,10.67,21.47,0.23,122.17,102.8,0.54,13.5,25.0,0.17,111.87,16.4,4.74,2.95,5.96
20240322,LAL,L,94,101,38,31,2,PHI,False,95.93,0.51,12.07,22.0,0.17,107.47,100.33,0.59,11.73,18.0,0.15,118.97,10.8,17.72,5.66,2.5
20240321,DEN,L,100,113,41,27,5,NYK,False,94.73,0.51,13.13,30.13,0.2,113.33,92.13,0.53,7.63,16.9,0.15,113.33,14.32,14.94,2.61,2.44
20240321,HOU,L,117,127,34,35,3,CHI,False,94.37,0.53,11.37,23.17,0.2,113.97,95.9,0.64,10.23,19.47,0.24,130.43,14.03,17.68,5.31,3.78
20240321,ATL,W,128,115,40,29,-1,PHO,False,95.93,0.57,11.47,28.3,0.13,120.77,93.43,0.53,12.3,19.27,0.28,113.7,15.74,11.32,3.46,6.11
20240321,WAS,L,102,109,40,28,3,SAC,False,95.67,0.57,13.9,33.5,0.18,122.97,97.87,0.61,10.9,31.23,0.27,134.23,12.56,11.4,4.12,7.04
20240321,MIL,L,108,115,26,43,-1,BRK,False,94.97,0.54,15.83,27.0,0.23,112.37,97.33,0.55,8.9,25.3,0.17,120.97,10.46,15.53,2.98,4.7
20240321,DAL,L,97,113,29,40,2,UTA,False,95.9,0.54,14.1,28.03,0.19,114.03,100.4,0.49,12.6,27.8,0.2,108.77,9.51,12.85,5.86,3.57
20240321,ORL,L,106,121,42,26,-4,NOP,False,93.0,0.58,10.4,26.0,0.13,122.4,94.07,0.53,16.23,20.1,0.14,103.07,12.94,11.55,5.45,4.22
20240320,MIL,W,122,119,54,14,-1,BOS,False,95.07,0.53,10.67,28.4,0.14,116.5,97.33,0.55,8.9,25.3,0.17,120.97,20.19,11.67,5.23,4.03
20240320,TOR,W,123,89,39,28,2,SAC,False,97.3,0.59,12.1,22.7,0.17,122.83,102.8,0.54,13.5,25.0,0.17,111.87,13.91,8.79,2.77,4.69
20240320,MEM,W,137,116,35,32,2,GSW,False,99.07,0.6,9.4,28.27,0.09,128.27,97.27,0.53,13.83,20.37,0.21,108.33,9.73,12.9,4.91,7.94
20240320,PHO,L,102,115,38,30,4,PHI,False,92.63,0.55,13.23,19.37,0.18,112.37,96.1,0.58,8.0,19.97,0.15,125.8,11.08,15.58,5.19,3.64
