G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Year
12,Mon Nov 8 2021,10:30p,,Box Score,@,Los Angeles Lakers,L,OT,123,126,5,7,L 5,18997.0,2:44,,CHO,2022
13,Wed Nov 10 2021,8:00p,,Box Score,@,Memphis Grizzlies,W,,118,108,6,7,W 1,13880.0,2:09,,CHO,2022
14,Fri Nov 12 2021,7:00p,,Box Score,,New York Knicks,W,,104,96,7,7,W 2,19257.0,2:15,,CHO,2022
15,Sun Nov 14 2021,7:00p,,Box Score,,Golden State Warriors,W,,106,102,8,7,W 3,19559.0,2:14,,CHO,2022
16,Wed Nov 17 2021,7:00p,,Box Score,,Washington Wizards,W,,97,87,9,7,W 4,14402.0,1:59,,CHO,2022
17,Fri Nov 19 2021,7:00p,,Box Score,,Indiana Pacers,W,,121,118,10,7,W 5,16787.0,2:27,,CHO,2022
18,Sat Nov 20 2021,7:30p,,Box Score,@,Atlanta Hawks,L,,105,115,10,8,L 1,17320.0,2:08,,CHO,2022
19,Mon Nov 22 2021,7:00p,,Box Score,@,Washington Wizards,W,,109,103,11,8,W 1,16575.0,2:18,,CHO,2022
20,Wed Nov 24 2021,7:00p,,Box Score,@,Orlando Magic,W,,106,99,12,8,W 2,16114.0,2:04,,CHO,2022
21,Fri Nov 26 2021,7:00p,,Box Score,,Minnesota Timberwolves,W,,133,115,13,8,W 3,19314.0,2:04,,CHO,2022
22,Sat Nov 27 2021,8:00p,,Box Score,@,Houston Rockets,L,OT,143,146,13,9,L 1,14687.0,2:43,,CHO,2022
23,Mon Nov 29 2021,8:00p,,Box Score,@,Chicago Bulls,L,,119,133,13,10,L 2,21366.0,2:06,,CHO,2022
24,Wed Dec 1 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,125,127,13,11,L 3,17341.0,2:23,,CHO,2022
25,Sun Dec 5 2021,6:00p,,Box Score,@,Atlanta Hawks,W,,130,127,14,11,W 1,16383.0,2:06,,CHO,2022
26,Mon Dec 6 2021,7:00p,,Box Score,,Philadelphia 76ers,L,OT,124,127,14,12,L 1,14462.0,2:29,,CHO,2022
27,Wed Dec 8 2021,7:00p,,Box Score,,Philadelphia 76ers,L,,106,110,14,13,L 2,15709.0,2:30,,CHO,2022
